Date,Close_S,Open_S,High_S,Low_S,Close_B,Open_B,High_B,Low_B
2023-03-09,3918.32,3998.66,4017.81,3908.7,20361.8,21710.8,21826.5,20079.6
2023-03-10,3861.59,3912.77,3934.05,3846.32,20156.7,20362.0,20362.6,19591.8
2023-03-13,3855.76,3835.12,3905.05,3808.86,24114.4,21994.8,24406.2,21859.6
2023-03-14,3919.29,3894.01,3937.29,3873.63,24699.7,24121.5,26365.9,23994.6
2023-03-15,3891.93,3876.74,3894.26,3838.24,24282.7,24699.6,25108.9,23932.4
2023-03-16,3960.28,3878.93,3964.46,3864.11,25004.1,24283.2,25139.0,24147.9
2023-03-17,3916.64,3958.69,3958.91,3901.27,27391.8,25004.4,27742.2,24900.1
2023-03-20,3951.57,3917.47,3956.62,3916.89,27720.5,27958.9,28457.8,27157.0
2023-03-21,4002.87,3975.89,4009.08,3971.19,28114.0,27719.8,28437.8,27350.6
2023-03-22,3936.97,4002.04,4039.49,3936.17,27261.7,28114.2,28760.3,26668.7
2023-03-23,3948.72,3959.21,4007.66,3919.05,28310.7,27262.8,28734.1,27144.6
2023-03-24,3970.99,3939.21,3972.74,3909.16,27462.2,28306.9,28374.5,27026.5
2023-03-27,3977.53,3982.93,4003.83,3970.49,27129.8,27974.8,28023.3,26611.5
2023-03-28,3971.27,3974.13,3979.2,3951.53,27262.2,27127.8,27465.0,26665.6
2023-03-29,4027.81,3999.53,4030.59,3999.53,28350.4,27262.9,28627.4,27249.8
2023-03-30,4050.83,4046.74,4057.85,4032.1,28029.5,28350.3,29160.4,27716.7
2023-03-31,4109.31,4056.18,4110.75,4056.18,28473.7,28029.3,28646.3,27587.5
2023-04-03,4124.51,4102.2,4127.66,4098.79,27802.1,28194.7,28458.4,27256.9
2023-04-04,4100.6,4128.03,4133.13,4086.87,28164.4,27802.2,28429.1,27668.9
2023-04-05,4090.38,4094.5,4099.69,4072.56,28173.5,28164.4,28744.4,27823.5
2023-04-06,4105.02,4081.15,4107.32,4069.84,28036.7,28173.5,28173.5,27734.5
2023-04-10,4109.11,4085.2,4109.5,4072.55,29641.0,28326.5,29755.4,28182.9
2023-04-11,4108.94,4110.29,4124.26,4102.61,30209.6,29641.0,30484.6,29597.8
2023-04-12,4091.95,4121.72,4134.37,4086.94,29886.4,30209.8,30473.0,29679.5
2023-04-13,4146.22,4100.04,4150.26,4099.4,30387.4,29892.4,30524.1,29864.5
2023-04-14,4137.64,4140.11,4163.19,4113.2,30472.5,30387.4,30964.9,30026.0
2023-04-17,4151.32,4137.17,4151.72,4123.18,29434.9,30310.8,30312.2,29274.0
2023-04-18,4154.87,4164.26,4169.48,4140.36,30382.2,29434.1,30470.1,29149.2
2023-04-19,4154.52,4139.33,4162.57,4134.49,28813.7,30382.2,30408.4,28641.1
2023-04-20,4129.79,4130.48,4148.57,4114.57,28240.5,28813.7,29082.1,28032.4
2023-04-21,4133.52,4132.14,4138.02,4113.86,27264.8,28240.5,28353.4,27171.1
2023-04-24,4137.04,4132.07,4142.41,4117.77,27509.3,27591.4,27978.8,27054.3
2023-04-25,4071.63,4126.43,4126.43,4071.38,28298.8,27510.1,28375.6,27201.1
2023-04-26,4055.99,4087.78,4089.67,4049.35,28424.6,28298.8,29995.7,27307.8
2023-04-27,4135.35,4075.29,4138.24,4075.29,29475.9,28424.5,29859.8,28392.4
2023-04-28,4169.48,4129.63,4170.06,4127.18,29321.8,29475.9,29587.2,28927.8
2023-05-01,4167.87,4166.79,4186.92,4164.12,28077.6,29252.1,29329.6,27685.9
2023-05-02,4119.58,4164.1,4164.1,4089.72,28669.1,28079.0,28877.4,27913.2
2023-05-03,4090.75,4122.25,4148.3,4088.86,29023.6,28669.1,29244.7,28164.4
2023-05-04,4061.22,4082.55,4082.61,4048.28,28842.1,29023.6,29352.7,28687.4
2023-05-05,4136.25,4084.73,4147.02,4084.73,29513.2,28842.2,29653.9,28825.3
2023-05-08,4138.12,4136.98,4142.3,4123.81,27670.5,28424.8,28627.8,27280.3
2023-05-09,4119.17,4124.25,4130.35,4116.65,27634.9,27670.5,27816.0,27366.3
2023-05-10,4137.64,4143.74,4154.28,4098.92,27603.3,27634.3,28311.7,26885.7
2023-05-11,4130.62,4132.24,4132.8,4109.29,26983.5,27604.3,27607.4,26766.2
2023-05-12,4124.08,4138.54,4143.74,4099.12,26799.2,26983.1,27044.0,25853.1
2023-05-15,4136.28,4126.65,4141.25,4110.27,27183.9,26920.4,27651.7,26752.1
2023-05-16,4109.9,4127.95,4135.54,4109.86,27035.3,27183.9,27295.3,26881.9
2023-05-17,4158.77,4122.85,4164.67,4113.62,27403.1,27035.5,27465.3,26597.7
2023-05-18,4198.05,4157.68,4202.2,4153.5,26828.0,27403.8,27467.0,26449.8
2023-05-19,4191.98,4204.15,4212.91,4180.2,26882.9,26828.2,27154.7,26711.3
2023-05-22,4192.63,4190.78,4209.22,4179.68,26847.3,26749.9,27048.9,26546.1
2023-05-23,4145.58,4176.8,4185.68,4142.54,27220.7,26851.6,27448.1,26804.1
2023-05-24,4115.24,4132.96,4132.96,4103.98,26328.4,27220.7,27220.7,26088.7
2023-05-25,4151.28,4155.71,4165.74,4129.73,26475.8,26327.1,26589.2,25892.5
2023-05-26,4205.45,4156.16,4212.87,4156.16,26711.5,26475.5,26911.6,26330.0
2023-05-30,4205.52,4226.71,4231.1,4192.18,27698.2,27738.9,28033.6,27583.8
2023-05-31,4179.83,4190.74,4195.44,4166.15,27216.1,27696.9,27825.0,26865.1
2023-06-01,4221.02,4183.03,4232.43,4171.64,26819.0,27216.4,27340.9,26662.3
2023-06-02,4282.37,4241.01,4290.67,4241.01,27244.7,26819.0,27299.4,26541.3
2023-06-05,4273.79,4282.99,4299.28,4266.82,25747.4,27122.3,27125.5,25437.5
2023-06-06,4283.85,4271.34,4288.33,4263.09,27230.2,25745.6,27325.2,25425.6
2023-06-07,4267.52,4285.47,4299.19,4263.96,26342.5,27230.2,27342.0,26141.0
2023-06-08,4293.93,4268.69,4298.01,4261.07,26501.1,26341.8,26784.4,26231.3
2023-06-09,4298.86,4304.88,4322.62,4291.7,26479.3,26501.1,26773.9,26326.7
2023-06-12,4338.93,4308.32,4340.13,4304.37,25906.8,25927.9,26080.7,25635.0
2023-06-13,4369.01,4352.61,4375.37,4349.31,25929.4,25906.9,26428.9,25726.4
2023-06-14,4372.59,4366.29,4391.82,4337.85,25129.5,25929.0,26051.7,24847.4
2023-06-15,4425.84,4365.33,4439.2,4362.6,25591.3,25129.5,25732.8,24838.0
2023-06-16,4409.59,4440.95,4448.47,4407.44,26341.3,25591.9,26472.8,25276.0
2023-06-20,4388.71,4396.11,4400.15,4367.19,28307.7,26845.9,28393.0,26665.5
2023-06-21,4365.69,4380.01,4386.22,4360.14,29996.9,28307.7,30769.5,28270.5
2023-06-22,4381.89,4355.4,4382.25,4351.82,29890.5,29992.8,30497.8,29590.4
2023-06-23,4348.33,4354.17,4366.55,4341.34,30679.4,29890.2,31395.4,29822.6
2023-06-26,4328.82,4344.84,4362.06,4328.08,30267.0,30466.3,30645.9,29986.3
2023-06-27,4378.41,4337.36,4384.42,4335.0,30689.1,30267.0,30993.7,30231.3
2023-06-28,4376.86,4367.48,4390.35,4360.22,30078.6,30691.9,30703.4,29919.5
2023-06-29,4396.44,4374.94,4398.39,4371.97,30445.7,30077.3,30823.1,30051.3
2023-06-30,4450.38,4422.44,4458.48,4422.44,30472.9,30445.7,31275.5,29714.5
